id,Country,State,City,Location1,Location2,Location3,,,
906612331,South Africa,,,Cape,Town},,,,
19191838,USA,LA,,New,Orleans,,,,
1327243603018735617,Chile,,,chile},,,,,
164448571,Canada,Manitoba,,Winnipeg,,,,,
1146136945346654209,UK,England,,Manchester,,,,,
50713155,UK,,,Hannei,UK},,,,
2210672052,USA,TX,,Houston,,,,,
147561402,USA,,,Pacific,Coast},,,,
1364693976578748422,Nigeria,Nigeria,,Ado,Ekiti,,,,
512455658,USA,PA,,Philadelphia,,,,,
985152358874218502,UK,Wales,Cardiff,,,,,,
2318270108,USA,,,Southern,CA,&,@oshcoy,on,Gab}
1482202524149075970,Kenya,Nairobi,,Stima,Plaza,,,,
1398974657517166599,USA,Texas,,Spring,Branch,,,,
1052976011975962626,USA,Delaware,,Wilmington,,,,,
1044630630682816513,Nigeria,,,Nigeria},,,,,
405776002,USA,CA,,Santa,Monica,,,,
1908383365,Canada,Ontario,,Ottawa,,,,,
433120880,India,,,India},,,,,
4390331,USA,CA,,Los,Angeles,,,,
66338988,USA,Maryland,,Ocean,City,,,,
1039297826612830209,USA,USA,,Maryland,,,,,
548562627,Canada,,,Canada},,,,,
44680219,USA,Alabama,,Clanton,,,,,
343990983,USA,il,,woodlawn,,,,,
414052454,Canada,Canada,,Ontario,,,,,
752577033729871872,UK,England,,London,,,,,
14948068,UK,West Yorkshire,Yorkshire,,,,,,
830048982,Canada,BC,,Chilliwack,,,,,
95834922,Canada,Canada,,Ontario,,,,,
1394751012590792706,Morocco,,,Morocco},,,,,
4052491047,USA,GA,,Atlanta,,,,,
973087261,USA,GA,,Atlanta,,,,,
1523281617535393792,Canada,,,Quebec,City},,,,
1292794305556500488,USA,,,,,,,,
1104610338,Iran,,,Iran},,,,,
420900119,UK,England,,Manchester,,,,,
15847994,USA,Georgia,,Atlanta,,,,,
733085131972300800,India,India,,Surat,,,,,
332011436,Haiti,,,in,Haiti,,,,
2546002871,UK,,,Liverpool},,,,,
