created_at,text,edit_history_tweet_ids,author_id,lang,id,withheld
2022-11-22T19:39:16.000Z,RT @samiabrahim: سمری تو آ گئی ھے لیکن لگتا ھے ڈوزئیر میں کوی بڑا ڈوز ھے جسکی پردہ داری ھو رھی ھے,['1595139870808477697'],1354000680491622400,ur,1595139870808477697,
2022-11-22T19:37:44.000Z,RT @ARYSabirShakir: سمری آگئی امانتیں حق داروں کو پہنچانے کا وقت آیا چاہتا ہے۔ خائن اپنی خیر منا لیں,['1595139486484422657'],1354000680491622400,ur,1595139486484422657,
2022-11-22T19:37:04.000Z,@OfficialDGISPR Ok thanks but no cheating because  All of us Pakistanis have an eye on this issue,['1595139318024048640'],1354000680491622400,en,1595139318024048640,
2022-11-22T19:32:06.000Z,@ImranRiazKhan جس ادارے پر لوگوں کو اعتماد تھا وہہی سب سے زیادہ کرپشن میں ملوث نکلا ہاۓ افسوس 😫😫😫😫😫😫😫😫 اب کسی سے امید نہیں رکھنا چاہیۓ کیونکہ ایک تالی کے چھٹے بھٹے ہے سب,['1595138068322734081'],1354000680491622400,ur,1595138068322734081,
2022-11-22T19:30:20.000Z,RT @ImranRiazKhan: وہ کون خوش قسمت ہوگا جو اس بدقسمت قوم کا اگلا آرمی چیف بنے گا؟,['1595137625379438592'],1354000680491622400,ur,1595137625379438592,
2022-11-22T19:29:45.000Z,@Marriyum_A 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 اب اگیا اونٹ پہاڑ کے نیچے 🤣🤣🤣🤣🤣 ایک پٹواری جھوٹ بولتا ہے کہ سمری أگئ اور دوسری پٹوارن کہتی پھرتی ہے کہ نہیں أئ یہ جھوٹ ہے 🤣🤣🤣🤣🤣🤣🤣🤣,['1595137477802876929'],1354000680491622400,ur,1595137477802876929,
2022-11-22T19:28:01.000Z,"RT @Jooookeeeerrrr: جو بھی آرمی چیف آۓ مرشد کو کوئ فرق نہیں پڑے گا،
آپ سب نے 26 نومبر کو پنڈی پہنچنا ہے جتنی بڑی تعداد ہوگی اتنا بڑا پریشر…",['1595137040534081537'],1354000680491622400,ur,1595137040534081537,
2022-11-22T19:27:48.000Z,RT @soldierspeaks: خاموش مجاہدوں کا اب بھی وہی کہنا ہے کہ سمری جی ایچ کیو سے نہیں بھجوائ گئی۔,['1595136987065122816'],1354000680491622400,ur,1595136987065122816,
2022-11-22T19:27:34.000Z,RT @ImranRiazKhan: آج ایک ڈیل ہو چکی ہے۔ ایک نقطے پر مصیبت بنی ہوئی ہے۔ باقی عوام کو بے وقوف بنانے کی کاروائی جاری ہے۔ عمران خان نے خود کو…,['1595136926142828544'],1354000680491622400,ur,1595136926142828544,
2022-11-22T19:27:10.000Z,RT @ImranKhanPTI: Congratulations to team KSA for their great victory today against Argentina in the Football World Cup being held in Qatar.,['1595136827111116800'],1354000680491622400,en,1595136827111116800,
2022-11-22T19:27:07.000Z,RT @soldierspeaks: جب اپنی وڈیوز بنی ہوئ ہو تو بندہ پاکستان بجائے گا یا اپنا آپ۔۔۔,['1595136814507229186'],1354000680491622400,ur,1595136814507229186,
2022-11-22T19:26:57.000Z,@MlANNAWAZPARODY نہیں تیرا باپ بنونگا گشتی کے بچے,['1595136772836851713'],1354000680491622400,ur,1595136772836851713,
2022-11-22T19:26:25.000Z,RT @ImranRiazKhan: ڈار کے کارنامے https://t.co/YWd0rsyBHL,['1595136640275558400'],1354000680491622400,ur,1595136640275558400,
2022-11-22T19:26:05.000Z,RT @RealWaqarMaliks: جب نواز شریف کی جعلی میڈیکل رپورٹس بنی اور وہ ملک سے جھوٹ بول کے فرار ہوا تو اور عمران خان اس جھوٹ سے بلکل بے خبر رہے…,['1595136555454451713'],1354000680491622400,ur,1595136555454451713,
2022-11-22T19:25:39.000Z,@MjKhurramHameed کیا پاکستان تیرے باپ کا ہے کہ عاصم منیر بنے گا وہ تو خود باجوہ سے پہلے دفعہ ہونے والا ہے بنے گا وہ جو خان چاہے گا تم لوگ بھونکو🐕🐕🐕🐕🐕🐕🐕🐕🐕🐕🐕 غپ غپ غپ غپ,['1595136444062126082'],1354000680491622400,ur,1595136444062126082,
2022-11-22T19:24:02.000Z,"RT @AsadKharal: نئے آرمی چیف کی تعیناتی کےلئے 6ناموں پر مشتمل سمری وزیراعظم ہاؤس کو موصول

سمری میں لیفٹیننٹ جنرل عاصم منیر ، لیفٹیننٹ جنرل…",['1595136036904251393'],1354000680491622400,ur,1595136036904251393,
2022-11-22T19:23:48.000Z,"RT @noshigilani: پاکستان کا نام روشن کرنے کے لئے شکریہ جنرل باجوہ 
https://t.co/8hGuH2xSC2",['1595135981535268864'],1354000680491622400,ur,1595135981535268864,
