id,geo,edit_history_tweet_ids,created_at,author_id,lang,text
1591490455635533825,"{'place_id': '6a6d896ba1cb5dc4', 'coordinates': {'type': 'Point', 'coordinates': [-113.5137822, 53.4855183]}}",['1591490455635533825'],2022-11-12T17:57:47.000Z,140647400,en,"Career tip for landing jobs like ""barista - Store# 15557, SOUTHGATE MALL FC"" in #Edmonton, AB. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #Retail"
1591244817966604288,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-113.9827274, 51.0731364]}}",['1591244817966604288'],2022-11-12T01:41:43.000Z,140647400,en,"If you're looking for work in #Calgary, AB, check out this job: https://t.co/zgkSLDEAyd #Retail"
1591211406866624512,"{'place_id': '436d8520fb94e043', 'coordinates': {'type': 'Point', 'coordinates': [-74.7531937, 45.028204]}}",['1591211406866624512'],2022-11-11T23:28:57.000Z,140647400,en,"Interested in a job in #Cornwall, ON? This could be a great fit. Click the link in our bio to apply: barista - Store# 29393, BROOKDALE &amp; ROSEMONT AVE CORNW at Starbucks #Retail"
1591194707341676544,"{'place_id': '43504b43f496e507', 'coordinates': {'type': 'Point', 'coordinates': [-77.5795096, 44.1294563]}}",['1591194707341676544'],2022-11-11T22:22:35.000Z,140647400,en,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: shift supervisor - Store# 58575, 4 MONOGRAM PLACE #Retail #QuinteWest, ON"
1591177994491469824,"{'place_id': '036806246ab02344', 'coordinates': {'type': 'Point', 'coordinates': [-113.8188824, 52.2316176]}}",['1591177994491469824'],2022-11-11T21:16:11.000Z,140647400,en,"Looking to score a job at Bed Bath &amp; Beyond? You're in luck. Click the link in our bio for the job description and information on how to apply: Seasonal PT - Cashier, Stock and Sales Associates #Retail #RedDeer, AB"
1591161263135997952,"{'place_id': '15b0a643e7bd22c7', 'coordinates': {'type': 'Point', 'coordinates': [-83.0017669, 42.25553]}}",['1591161263135997952'],2022-11-11T20:09:42.000Z,140647400,en,"This job is now open at Starbucks in #Windsor, ON. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: barista - Store# 04583, WINDSOR SOUTH CTC #Retail"
1591144545059643394,"{'place_id': '1795f2e3639cab31', 'coordinates': {'type': 'Point', 'coordinates': [-81.2181469, 42.9289693]}}",['1591144545059643394'],2022-11-11T19:03:16.000Z,140647400,en,"beeline Group is hiring in #London, ON! Click the link in our bio to apply: PT Jewellery Merchandiser - London"
1591127840119877632,"{'place_id': '5f102b4a7cc3d42e', 'coordinates': {'type': 'Point', 'coordinates': [-80.9530353, 46.522099]}}",['1591127840119877632'],2022-11-11T17:56:53.000Z,140647400,en,"Nervous to apply for a job like ""RETAIL DATA COLLECTION ASSOCIATE PART TIME"" at CROSSMARK? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Merchandising #BrandAmbassador"
1590882246210121728,"{'place_id': '0d1a6a86b5c1190c', 'coordinates': {'type': 'Point', 'coordinates': [-79.205232, 45.335338]}}",['1590882246210121728'],2022-11-11T01:40:59.000Z,140647400,en,"We're hiring in #Huntsville, ON! Click the link in our bio to apply to this job and more: shift supervisor - Store# 51799, 84 KING WILLIAM STREET at Starbucks #Retail"
1590865509863419905,"{'place_id': '79a60b51078a624f', 'coordinates': {'type': 'Point', 'coordinates': [-113.2756244, 53.544654]}}",['1590865509863419905'],2022-11-11T00:34:29.000Z,140647400,en,"This job might be a great fit for you: Seasonal Part-Time Associate, Homesense , Sherwood Park - https://t.co/D7WaIZXHsg #Retail #SherwoodPark, AB"
1590848769972576258,"{'place_id': '48ad377ff2ff9e51', 'coordinates': {'type': 'Point', 'coordinates': [-76.4859544, 44.2311717]}}",['1590848769972576258'],2022-11-10T23:27:57.000Z,140647400,en,"Want to work at Circle K? We're hiring in #Kingston, ON! Click the link in our bio for details on this job and more: CSR- Subway Sandwich Artist #Retail"
1590832067368996864,"{'place_id': '2a58f7a9b6979c9a', 'coordinates': {'type': 'Point', 'coordinates': [-119.6154709, 49.837486]}}",['1590832067368996864'],2022-11-10T22:21:35.000Z,140647400,en,"Click the link in our bio to see currently open #Retail jobs like ""shift supervisor - Store# 16139, GOVERNOR'S MARKET - WESTBANK"" at Starbucks in BC."
1590781906911576064,"{'place_id': '38d5974e82ed1a6c', 'coordinates': {'type': 'Point', 'coordinates': [-75.7353563, 45.3619287]}}",['1590781906911576064'],2022-11-10T19:02:16.000Z,140647400,en,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: barista - Store# 16466, MERIVALE &amp; BASELINE - OTTAWA #Retail #Ottawa, ON"
1590519526981914625,"{'place_id': '6a6d896ba1cb5dc4', 'coordinates': {'type': 'Point', 'coordinates': [-113.4973261, 53.4925154]}}",['1590519526981914625'],2022-11-10T01:39:40.000Z,140647400,en,"Can you recommend anyone for this #Retail job in #Edmonton, AB? Click the link in our bio to see it and more. shift supervisor - Store# 23089, CALGARY TRAIL SOUTH at Starbucks"
1590502822302261248,"{'place_id': '576bdf29e34c5fce', 'coordinates': {'type': 'Point', 'coordinates': [-118.7674169, 55.1698543]}}",['1590502822302261248'],2022-11-10T00:33:17.000Z,140647400,en,"Want to land a job like ""barista - Store# 04838, COBBLESTONE - GRANDE PRARIE"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #GrandePrairie, AB"
1590486121988792321,"{'place_id': '1c62596a6c17b0a5', 'coordinates': {'type': 'Point', 'coordinates': [-79.6978808, 47.5036644]}}",['1590486121988792321'],2022-11-09T23:26:55.000Z,140647400,en,"See our latest New Liskeard, ON, Canada Retail/Merchandising job opportunity and click the link in our bio to apply: RETAIL REPRESENTATIVE PART TIME at CROSSMARK #Merchandising #BrandAmbassador"
1590452682136834048,"{'place_id': '1795f2e3639cab31', 'coordinates': {'type': 'Point', 'coordinates': [-81.330315, 43.0093641]}}",['1590452682136834048'],2022-11-09T21:14:03.000Z,140647400,en,"This job might be a great fit for you: Store Associate, Full Time, Winners, Hyde Park London - https://t.co/sXsi2HkTsK #Retail #London, ON"
1590402744908537856,"{'place_id': '38d5974e82ed1a6c', 'coordinates': {'type': 'Point', 'coordinates': [-75.9142711, 45.3114428]}}",['1590402744908537856'],2022-11-09T17:55:37.000Z,140647400,en,"Nervous to apply for a job like ""barista - Store# 04336, KANATA CENTRUM-CHAPTERS"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #Ottawa, ON"
1590157141783896065,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.0697419, 51.004507]}}",['1590157141783896065'],2022-11-09T01:39:40.000Z,140647400,en,"Don't be shy. Score a job like ""shift supervisor - Store# 53552, MACLEOD &amp; 53 AVENUE SE"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Retail #Calgary, AB"
1590123662522208256,"{'place_id': '0f245a25a4700c35', 'coordinates': {'type': 'Point', 'coordinates': [-117.2808955, 55.0686202]}}",['1590123662522208256'],2022-11-08T23:26:38.000Z,140647400,en,"Want to work at Circle K? We're hiring in Valleyview, AB, Canada! Click the link in our bio for details on this job and more: Customer Service Representative #CSLife #TeamMember"
1590073517545955328,"{'place_id': '6a6d896ba1cb5dc4', 'coordinates': {'type': 'Point', 'coordinates': [-113.5055854, 53.5633612]}}",['1590073517545955328'],2022-11-08T20:07:23.000Z,140647400,en,"If you're looking for work in #Edmonton, AB, check out this #Retail job via the link in our bio: shift supervisor - Store# 15390, KINGSWAY GARDEN MALL at Starbucks"
1589794434928951296,"{'place_id': '53cd5bbdd4e184e0', 'coordinates': {'type': 'Point', 'coordinates': [-73.4256081, 45.5026981]}}",['1589794434928951296'],2022-11-08T01:38:24.000Z,140647400,en,"Starbucks is hiring in #Longueuil, QC! Read about our latest #Retail job opening via the link in our bio: barista - Store# 24872, COUSINEAU &amp; PERRAS"
1589761249742450688,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.1146927, 51.0227496]}}",['1589761249742450688'],2022-11-07T23:26:32.000Z,140647400,en,"Click the link in our bio to see currently open #Retail jobs like ""barista - Store# 04413, MARDA LOOP"" at Starbucks in #Calgary, AB."
1589744550683168770,"{'place_id': '0c46613aeb59aaae', 'coordinates': {'type': 'Point', 'coordinates': [-113.388051, 52.970588]}}",['1589744550683168770'],2022-11-07T22:20:11.000Z,140647400,en,"Nervous to apply for a job like ""barista - Store# 60830, WETASKIWIN"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #Wetaskiwin, AB"
1589727849052663808,"{'place_id': '6a6d896ba1cb5dc4', 'coordinates': {'type': 'Point', 'coordinates': [-113.5137822, 53.4855183]}}",['1589727849052663808'],2022-11-07T21:13:49.000Z,140647400,en,"Don't submit then quit. Apply for jobs like ""shift supervisor - Store# 15557, SOUTHGATE MALL FC"" at Starbucks, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #Retail #Edmonton, AB"
