id,created_at,text,geo,lang,author_id,edit_history_tweet_ids
1595089911278981121,2022-11-22T16:20:44.000Z,Accident in #SWOKC on Western Ave at I 240/SW 74th St #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.53009, 35.39104]}}",en,249851984,['1595089911278981121']
1595089908468547594,2022-11-22T16:20:44.000Z,"Accident cleared in #SWOKC on I-44 WB approaching Airport Rd/Exit 116, slow traffic back to SW 29th St/Exit 118 #OKCtraffic https://t.co/5PW2TfQkaY","{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.57965, 35.41529]}}",en,249851984,['1595089908468547594']
1595077323430285313,2022-11-22T15:30:43.000Z,"Accident reported in #SWOKC on I-44 WB approaching Airport Rd/Exit 116, stop and go traffic back to SW 29th St/Exit 118 #OKCtraffic https://t.co/5PW2Tg7Vzy","{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.57965, 35.41529]}}",en,249851984,['1595077323430285313']
1594882290202591232,2022-11-22T02:35:44.000Z,Accident in #NEOKC on NE 23rd St at I-35 #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.46581, 35.49315]}}",en,249851984,['1594882290202591232']
1594879774564167681,2022-11-22T02:25:44.000Z,Accident in #NWOKC on Memorial Rd at N Western Av #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.53171, 35.60627]}}",en,249851984,['1594879774564167681']
1594879772579897344,2022-11-22T02:25:43.000Z,Accident in #Downtown on Pennsylvania Ave at West Main Street #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54782, 35.46771]}}",en,249851984,['1594879772579897344']
1594879770952613889,2022-11-22T02:25:43.000Z,Accident in #CanadianCounty on I-40 WB before John Kilpatrick Tpke #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.70707, 35.46097]}}",en,249851984,['1594879770952613889']
1594878514028691457,2022-11-22T02:20:43.000Z,Accident in #NWOKC on Memorial Rd at N Western Av #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.53171, 35.60627]}}",en,249851984,['1594878514028691457']
1594878512477147136,2022-11-22T02:20:43.000Z,Accident in #Downtown on Pennsylvania Ave at West Main Street #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54782, 35.46771]}}",en,249851984,['1594878512477147136']
1594872222195351554,2022-11-22T01:55:43.000Z,Accident cleared in #Oklahoma on Council Rd at Hwy 152 #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.65394, 35.41169]}}",en,249851984,['1594872222195351554']
1594872220593303552,2022-11-22T01:55:43.000Z,Accident cleared in #NWOKC on NW 164th St at North May Avenue. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.56718, 35.63854]}}",en,249851984,['1594872220593303552']
1594868450098151424,2022-11-22T01:40:44.000Z,Accident cleared in #CanadianCounty on Reno Ave at S Cemetery Rd #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.76026, 35.4644]}}",en,249851984,['1594868450098151424']
1594868446717616131,2022-11-22T01:40:43.000Z,Accident in #NWOKC on NW 164th St at North May Avenue. Reported by https://t.co/f5Wd16t3Qk #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.56718, 35.63854]}}",en,249851984,['1594868446717616131']
1594864676264869888,2022-11-22T01:25:44.000Z,Off-ramp reopened in #NWOKC on NW Expressway EB at Lake Hefner Parkway. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.58018, 35.53236]}}",en,249851984,['1594864676264869888']
1594864674151043074,2022-11-22T01:25:44.000Z,Accident in #Oklahoma on Council Rd at Hwy 152 #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.65394, 35.41169]}}",en,249851984,['1594864674151043074']
1594864672389275648,2022-11-22T01:25:43.000Z,Accident reported in #NWOKC on NW 164th St at North May Avenue. Reported by https://t.co/f5Wd16t3Qk #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.56718, 35.63854]}}",en,249851984,['1594864672389275648']
1594864670988460033,2022-11-22T01:25:43.000Z,Accident in #CanadianCounty on Reno Ave at S Cemetery Rd #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.76026, 35.4644]}}",en,249851984,['1594864670988460033']
1594859645750976512,2022-11-22T01:05:45.000Z,Accident cleared in #I-240Corridor on Pennsylvania Ave near Southwest 82nd Street. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54786, 35.38333]}}",en,249851984,['1594859645750976512']
1594859643821752321,2022-11-22T01:05:44.000Z,Accident reported in #NWOKC on NW 164th St at North May Avenue. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.56718, 35.63854]}}",en,249851984,['1594859643821752321']
1594859637932630017,2022-11-22T01:05:43.000Z,Accident in #Oklahoma on Council Rd at Hwy 152 #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.65394, 35.41169]}}",en,249851984,['1594859637932630017']
