created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-09-06T17:11:10.000Z,1567198734655848448,@roopakv Yeah that’s what I was thinking. Was trying to have some fun,1503602749740490753,['1567198734655848448'],en
2022-09-06T14:23:20.000Z,1567156500770213889,"Company mascot in URL search strings,  cute or too much ? 🐝😃 
#bees https://t.co/JPS8P6ZTmd",1503602749740490753,['1567156500770213889'],en
2022-08-31T23:16:33.000Z,1565116361390448640,Made it to the frontpage of #HackerNews for the first time today ! https://t.co/KAEHdEx2Xz,1503602749740490753,['1565116361390448640'],en
2022-08-31T17:04:47.000Z,1565022803782340608,RT @speakeasydev: We're launching an #API SDK generator that includes features missing from the #OpenAPI service: static-typing &amp; a languag…,1503602749740490753,['1565022803782340608'],en
2022-08-26T22:28:50.000Z,1563292414059499520,Excited for 🐝@speakeasydev🐝to be featured by @auchenberg's DXI map ! Let's go build the future of APIs and DevEx #apiops #devex https://t.co/x3o8R2yIjP,1503602749740490753,['1563292414059499520'],en
2022-08-26T18:32:05.000Z,1563232834386423808,@speakeasydev @RiskLedgerEng love the focus on code generation to do heavy lifting of doc maintenance - out of sync docs is big customer pet peeve !,1503602749740490753,['1563232834386423808'],en
2022-08-26T05:46:59.000Z,1563040287311548416,RT @rsanghvi: Only one day left to apply for the Founder Fellowship! $400k funding for 7% and mentorship from me and other @southpkcommons…,1503602749740490753,['1563040287311548416'],en
2022-08-26T04:48:16.000Z,1563025511927857152,"RT @adityaag: 1/ The tidal wave of lower valuations in public &amp; growth companies has reached the earliest funding stages.

Burn-rate is the…",1503602749740490753,['1563025511927857152'],en
2022-08-26T02:34:26.000Z,1562991832597794816,@roopakv Who thought you were old? You have so much youthful energy !,1503602749740490753,['1562991832597794816'],en
2022-08-25T18:07:22.000Z,1562864225436913667,Sometimes the simplicity of REST wins ! #rest #apiops https://t.co/GbONQtz354,1503602749740490753,['1562864225436913667'],en
2022-08-25T17:08:38.000Z,1562849444474761220,"""A really good API #devex  is when the set of APIs maps closely to the intention of the majority of the users using the API, so that you don't have to rely on documentation to achieve most of what you're trying to do."" - unicorn CTO . What's the next evolution for API docs?",1503602749740490753,['1562849444474761220'],en
2022-08-25T17:07:15.000Z,1562849096418803712,"@bernhardsson Yeah every time i use Render, Qovery or other paas i'm left thinking that Heroku saw dev ex for infra before anyone else. Maybe we would have had cloud runtimes optimised for dev ex instead of cost and elasticity?",1503602749740490753,['1562849096418803712'],en
2022-08-25T00:15:55.000Z,1562594587146739714,@kinlane nothing like dogfooding your own API :),1503602749740490753,['1562594587146739714'],en
2022-08-24T17:12:05.000Z,1562487925736017920,At @speakeasydev we're building #apiops ! Our goal is to make all API self service. Here is a sneak peak at what we've been working on ! https://t.co/UWKmr5H0ut,1503602749740490753,['1562487925736017920'],en
2022-08-22T00:36:11.000Z,1561512521281851393,@arjie tilak,1503602749740490753,['1561512521281851393'],in
2022-08-18T19:06:08.000Z,1560342299778854912,I found that live collaboration periods are much more effective at identifying founding devs and making the employee value prop clear. #foundingteam https://t.co/HVwrYBYtuB,1503602749740490753,['1560342299778854912'],en
2022-08-16T22:02:42.000Z,1559661955777908737,"RT @speakeasydev: 🐝🐝 Our #Go (#golang) template for REST #APIs just passed 100 stars on Github. All credit to @reefbarman! 🐝🐝
https://t.co/…",1503602749740490753,['1559661955777908737'],en
2022-08-16T17:49:54.000Z,1559598338508369920,@james406 Love the way you guys have thought about building in the open and extending that to your team culture. This has been a north star for us at @speakeasydev !,1503602749740490753,['1559598338508369920'],en
2022-08-16T17:44:39.000Z,1559597018871664640,@roopakv I have a feeling your going to say something about circle chi,1503602749740490753,['1559597018871664640'],en
2022-08-16T17:44:22.000Z,1559596944355258368,@roopakv Yeah we have totally outgrown GitHub actions,1503602749740490753,['1559596944355258368'],en
2022-08-16T06:07:17.000Z,1559421521273139200,Nothing more satisfying than coming back from a tea break to find all of your PR checks have passed. #mergetomain,1503602749740490753,['1559421521273139200'],en
2022-08-15T18:53:33.000Z,1559251968643608576,MAKE files are the original #devex,1503602749740490753,['1559251968643608576'],en
2022-08-14T04:18:29.000Z,1558669361824555008,"RT @AstasiaMyers: This week in Memory Leak🧠:

@astrodotbuild launches 1.0 #jamstack
@chipro writes about streaming for #DataScience 
@Googl…",1503602749740490753,['1558669361824555008'],en
