lang,geo,text,edit_history_tweet_ids,created_at,author_id,id
en,"{'coordinates': {'type': 'Point', 'coordinates': [-73.361374, 42.756203]}, 'place_id': '94965b2c45386f87'}",Closure on #NY2 Both directions from Dill Brook Rd to Star Ridge Way https://t.co/T68OILxaGa,['1597053025428078592'],2022-11-28T02:21:27.000Z,50706690,1597053025428078592
en,"{'coordinates': {'type': 'Point', 'coordinates': [-77.190169, 42.976336]}, 'place_id': 'b4a7228b077682ff'}",Cleared: Incident on #I90NYSThruway WB at Before Exit 43 (I-90) - Manchester (Rte 21),['1597052573495746565'],2022-11-28T02:19:39.000Z,50706690,1597052573495746565
en,"{'coordinates': {'type': 'Point', 'coordinates': [-75.082659, 39.934162]}, 'place_id': 'f89051370206c434'}",Cleared: Incident on #US130 SB at NJ 70,['1597052572707459072'],2022-11-28T02:19:39.000Z,50706690,1597052572707459072
en,"{'coordinates': {'type': 'Point', 'coordinates': [-74.031283, 40.728695]}, 'place_id': 'b046074b1030a44d'}",Cleared: Incident on #HollandTunnel EB from New Jersey Side to New York Side,['1597052406642233344'],2022-11-28T02:19:00.000Z,50706690,1597052406642233344
en,"{'coordinates': {'type': 'Point', 'coordinates': [-72.438442, 41.375103]}, 'place_id': '0a3bbdd89f813953'}",Cleared: Incident on #CT9 SB at 0.89 miles beyond Exit 5 (RTE 80),['1597052405883052044'],2022-11-28T02:19:00.000Z,50706690,1597052405883052044
en,"{'coordinates': {'type': 'Point', 'coordinates': [-73.957992, 40.800938]}, 'place_id': '01a9a39529b27f36'}",Cleared: Incident on #M10Bus Both directions from Fred Douglass Bl/Cathedral Py to Frederick Douglass Bl/125 St,['1597052143617327104'],2022-11-28T02:17:57.000Z,50706690,1597052143617327104
en,"{'coordinates': {'type': 'Point', 'coordinates': [-74.128145, 41.313908]}, 'place_id': '00cf6b02288347f1'}",Cleared: Special Event on #NY17 WB at Exit 131 - NY 17; Thruway Connector; Ramp,['1597051919545016321'],2022-11-28T02:17:04.000Z,50706690,1597051919545016321
en,"{'coordinates': {'type': 'Point', 'coordinates': [-73.361374, 42.756203]}, 'place_id': '94965b2c45386f87'}",Cleared: Closure on #NY2 Both directions from Dill Brook Rd to Star Ridge Way,['1597051917833670656'],2022-11-28T02:17:03.000Z,50706690,1597051917833670656
en,"{'coordinates': {'type': 'Point', 'coordinates': [-73.5494, 40.754299]}, 'place_id': 'b779d1482c4d6076'}",Incident on #WantaghStateParkway SB from Exit W2E - Old Country Road to Exit W3W - Hempstead Turnpike https://t.co/1DxAw8lfj7,['1597051675772076032'],2022-11-28T02:16:05.000Z,50706690,1597051675772076032
en,"{'coordinates': {'type': 'Point', 'coordinates': [-75.102759, 39.87954]}, 'place_id': '7c6845d4f5897da3'}",Cleared: Incident on #I76 WB at West of Exit 1B - I-295,['1597051405612851200'],2022-11-28T02:15:01.000Z,50706690,1597051405612851200
en,"{'coordinates': {'type': 'Point', 'coordinates': [-72.678951, 41.770945]}, 'place_id': '61c225139f635563'}",Updated: Closure on #I84 EB at 0.05 miles before Exit 50 (TRUMBULL ST) https://t.co/djUhsZeW2y,['1597050884160032768'],2022-11-28T02:12:57.000Z,50706690,1597050884160032768
en,"{'coordinates': {'type': 'Point', 'coordinates': [-75.082659, 39.934162]}, 'place_id': 'f89051370206c434'}",Incident on #US130 SB at NJ 70 https://t.co/QTb0eDklxU,['1597050882017095681'],2022-11-28T02:12:56.000Z,50706690,1597050882017095681
en,"{'coordinates': {'type': 'Point', 'coordinates': [-72.678951, 41.770945]}, 'place_id': '61c225139f635563'}",Updated: Incident on #I84 EB at 0.05 miles before Exit 50 (TRUMBULL ST) https://t.co/djUhsZx5gG,['1597050075272085505'],2022-11-28T02:09:44.000Z,50706690,1597050075272085505
en,"{'coordinates': {'type': 'Point', 'coordinates': [-74.028205, 41.102654]}, 'place_id': '970cb6c637c51740'}",Cleared: Incident on #I87NYSThruway SB from Before Exit 14 (I-87) - Spring Valley (Rte 59) to Before Exit 12 (I-87) - West Nyack (Rte 303),['1597049668793692161'],2022-11-28T02:08:07.000Z,50706690,1597049668793692161
en,"{'coordinates': {'type': 'Point', 'coordinates': [-72.678951, 41.770945]}, 'place_id': '61c225139f635563'}",Updated: Closure on #I84 EB at 0.05 miles before Exit 50 (TRUMBULL ST) https://t.co/djUhsZwxr8,['1597048657395814402'],2022-11-28T02:04:06.000Z,50706690,1597048657395814402
