['1596962074550505472'],2022-11-27T20:20:03.000Z,1596962074550505472,1166433188786425856,en,"RT @Harry_Styles: Love On Tour. Mexico City II. November, 2022. https://t.co/7TfE5UDJ8k",
['1596962074391085056'],2022-11-27T20:20:03.000Z,1596962074391085056,2502519117,en,"Fenerbahce want €20m for Leicester City transfer target: Leicester City want Fenerbahce defender Attila Szalai according to Aksam. Per the source, the Foxes are eyeing an end of season move for the defender as a replacement for Caglara Soyuncu who will… https://t.co/x1dOwldcUC https://t.co/YpbqqZaHnw",
['1596962073564454912'],2022-11-27T20:20:03.000Z,1596962073564454912,2334938029,en,"She loved the way her city always sounde

 https://t.co/lpK4pXCdZZ",{'place_id': '01da545b582fc86b'}
['1596962073551831041'],2022-11-27T20:20:03.000Z,1596962073551831041,237148567,en,"She loved the way her city always sounde

 https://t.co/3dZjq6pgkD",{'place_id': '01da545b582fc86b'}
['1596962073514168320'],2022-11-27T20:20:03.000Z,1596962073514168320,343408133,en,"She loved the way her city always sounde

 https://t.co/7NF5QZJG1D",{'place_id': '01da545b582fc86b'}
['1596962072549531655'],2022-11-27T20:20:02.000Z,1596962072549531655,12848262,en,"The inconveniences and problems of apartment life can be tackled if Canadian parents come to value the advantages of cities — things like walking everywhere, local cultural activities, the most diverse population on earth.

#Opinion by Beth Kaplan

https://t.co/5tVcq8s8l7",
['1596962072033886209'],2022-11-27T20:20:02.000Z,1596962072033886209,1536583730537451521,en,"RT @3mae6: wts lfb nct nct 127 nct dream wayv pc ph help rt thank you

-onhand
-good condi
-loc: dvo
-gcash/flash, can do meet up sm city/l…",
['1596962071803199488'],2022-11-27T20:20:02.000Z,1596962071803199488,18367959,en,"RT @MichaelOreskes: At a moment when many Americans are losing faith in the value of #Covid vaccines, these researchers quantified that val…",
['1596962071782248448'],2022-11-27T20:20:02.000Z,1596962071782248448,963289830,en,See the Holiday Windows in New York City https://t.co/RmpWK1kvo8,
['1596962071719317510'],2022-11-27T20:20:02.000Z,1596962071719317510,824373690158772224,en,"RT @OnlyInBOS: The City of Boston installed high-comfort, dedicated bike lanes around Downtown Boston as part of an initiative to offer rel…",
['1596962070892797953'],2022-11-27T20:20:02.000Z,1596962070892797953,796189447201157120,en,"Beijing was such a different city. There

 https://t.co/TIXuSACV9K",{'place_id': '01da545b582fc86b'}
['1596962070792376320'],2022-11-27T20:20:02.000Z,1596962070792376320,1966184708,en,"@Travis_Heide @Kotyjo Sounds like a plan where the farmer gets fucked and YOU are going to try to make a buck at it. You’re washed up and couldn’t make it farming, go try to scam some city folk. Anybody with any sense can see right through your fake ass.",
['1596962069793755137'],2022-11-27T20:20:02.000Z,1596962069793755137,260930773,en,"@OzraeliAvi You guys have no out.

https://t.co/sHDZj70px3",
['1596962068774924288'],2022-11-27T20:20:01.000Z,1596962068774924288,1527119882302935040,en,"#开云体育 #卡塔尔   https://t.co/yR9I2q6PHL
Especially Mr city position activity war.
🤐😋👋💋😍",
['1596962067319119873'],2022-11-27T20:20:01.000Z,1596962067319119873,260571026,en,"Interesting report, we're at 77% of 2019 foot traffic and steadily improving. More greater center city residents than pre-pandemic with 6,000+ units under construction. https://t.co/PBd4hs8irQ",
['1596962064345759744'],2022-11-27T20:20:00.000Z,1596962064345759744,429626065,en,"RT @gsignoret: AMLO has brought people to Mexico City to join in a parade in support of himself.

He’s calling it a “march” but, as someone…",
